PRS532527344187,475486.039,213841.350,45.435,
dr001,478018.414,211781.140,25.465,
dr002,478013.492,211785.208,25.618,
dr003,478012.773,211784.145,25.587,
dr004,478006.485,211792.508,25.775,
dr005,478003.678,211791.559,25.615,
dr006,478006.125,211795.183,25.896,
dr007,478003.460,211795.166,25.817,
dr008,478008.221,211800.272,26.299,
dr009,478016.232,211812.182,26.741,
dr010,478014.592,211813.283,26.682,
dg001,478003.612,211791.987,25.674,
dg002,478006.191,211792.863,25.843,
